start time,1633090652.7631605
winner,blue
game,66
iterations,12
times of actions,"[[0, 0.022771596908569336, (<Action.MOVE: 2>, 1, -1)], [1, 1.1328959465026855, (<Action.MOVE: 2>, 0, 1)], [0, 0.012010812759399414, (<Action.MOVE: 2>, 0, 1)], [1, 2.340965986251831, (<Action.MOVE: 2>, -1, 1)], [0, 0.014739274978637695, (<Action.MOVE: 2>, 0, -1)], [1, 2.645794153213501, (<Action.MOVE: 2>, -1, 0)], [0, 0.010845422744750977, (<Action.MOVE: 2>, 1, 1)], [1, 3.537806272506714, (<Action.MOVE: 2>, -1, 0)], [0, 0.02821516990661621, (<Action.MOVE: 2>, 1, -1)], [1, 1.977046012878418, (<Action.MOVE: 2>, -1, -1)], [0, 0.009300470352172852, (<Action.MOVE: 2>, 1, 0)], [1, 1.4849236011505127, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,67
iterations,10
times of actions,"[[0, 0.011956453323364258, (<Action.MOVE: 2>, 1, 0)], [1, 1.3648362159729004, (<Action.MOVE: 2>, -1, -1)], [0, 0.011567115783691406, (<Action.MOVE: 2>, 0, 1)], [1, 4.017793416976929, (<Action.MOVE: 2>, -1, 0)], [0, 0.018912792205810547, (<Action.MOVE: 2>, 0, -1)], [1, 2.2035627365112305, (<Action.MOVE: 2>, -1, 0)], [0, 0.01763176918029785, (<Action.MOVE: 2>, 1, 1)], [1, 2.8926196098327637, (<Action.MOVE: 2>, -1, -1)], [0, 0.02185535430908203, (<Action.MOVE: 2>, 1, 0)], [1, 2.31791090965271, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,68
iterations,11
times of actions,"[[1, 1.6023473739624023, (<Action.MOVE: 2>, 1, 0)], [0, 0.014217853546142578, (<Action.MOVE: 2>, 0, -1)], [1, 2.0089480876922607, (<Action.MOVE: 2>, 1, 1)], [0, 0.023042678833007812, (<Action.MOVE: 2>, 0, 1)], [1, 2.6759376525878906, (<Action.MOVE: 2>, 0, 1)], [0, 0.023430824279785156, (<Action.MOVE: 2>, 0, 1)], [1, 2.471998929977417, (<Action.MOVE: 2>, 0, 1)], [0, 0.02959418296813965, (<Action.MOVE: 2>, 1, 0)], [1, 1.687452793121338, (<Action.MOVE: 2>, 1, -1)], [0, 0.017853260040283203, (<Action.MOVE: 2>, -1, -1)], [1, 4.028277158737183, <Action.KICK: 1>]]"
winner,red
game,69
iterations,10
times of actions,"[[0, 0.014905929565429688, (<Action.MOVE: 2>, 1, 1)], [1, 2.9339590072631836, (<Action.MOVE: 2>, -1, 1)], [0, 0.020707130432128906, (<Action.MOVE: 2>, 1, -1)], [1, 3.62600040435791, (<Action.MOVE: 2>, -1, 0)], [0, 0.015192985534667969, (<Action.MOVE: 2>, 1, 1)], [1, 3.1168501377105713, (<Action.MOVE: 2>, -1, 0)], [0, 0.01254582405090332, (<Action.MOVE: 2>, -1, -1)], [1, 2.927286386489868, (<Action.MOVE: 2>, -1, -1)], [0, 0.021828889846801758, (<Action.MOVE: 2>, 1, 1)], [1, 2.4329023361206055, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,70
iterations,13
times of actions,"[[1, 1.1966257095336914, (<Action.MOVE: 2>, 0, 1)], [0, 0.015186071395874023, (<Action.MOVE: 2>, 0, 1)], [1, 2.0496346950531006, (<Action.MOVE: 2>, 1, 1)], [0, 0.02185368537902832, (<Action.MOVE: 2>, -1, -1)], [1, 3.672334909439087, (<Action.MOVE: 2>, 1, 1)], [0, 0.020162105560302734, (<Action.MOVE: 2>, 1, 0)], [1, 3.8576083183288574, (<Action.MOVE: 2>, 1, 0)], [0, 0.020247697830200195, (<Action.MOVE: 2>, 0, 1)], [1, 3.1073057651519775, (<Action.MOVE: 2>, 1, -1)], [0, 0.010862350463867188, (<Action.MOVE: 2>, 0, 1)], [1, 2.6202526092529297, (<Action.MOVE: 2>, 1, 1)], [0, 0.011337757110595703, (<Action.MOVE: 2>, -1, -1)], [1, 3.222470998764038, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,71
iterations,7
times of actions,"[[1, 2.425631284713745, (<Action.MOVE: 2>, 1, 0)], [0, 0.013663053512573242, (<Action.MOVE: 2>, -1, -1)], [1, 2.2638871669769287, (<Action.MOVE: 2>, 1, 0)], [0, 0.01321554183959961, (<Action.MOVE: 2>, -1, 1)], [1, 3.297607421875, (<Action.MOVE: 2>, 1, -1)], [0, 0.019012451171875, (<Action.MOVE: 2>, -1, -1)], [1, 1.5964713096618652, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,72
iterations,17
times of actions,"[[1, 1.8276422023773193, (<Action.MOVE: 2>, 1, 1)], [0, 0.015147686004638672, (<Action.MOVE: 2>, -1, 1)], [1, 3.935866594314575, (<Action.MOVE: 2>, 1, 0)], [0, 0.037114620208740234, (<Action.MOVE: 2>, -1, -1)], [1, 3.38985538482666, (<Action.MOVE: 2>, 0, -1)], [0, 0.02090764045715332, (<Action.MOVE: 2>, -1, 0)], [1, 4.346916675567627, (<Action.MOVE: 2>, -1, 0)], [0, 0.024577856063842773, (<Action.MOVE: 2>, -1, 1)], [1, 3.7998578548431396, (<Action.MOVE: 2>, 1, -1)], [0, 0.02198338508605957, (<Action.MOVE: 2>, -1, 0)], [1, 3.8840689659118652, (<Action.MOVE: 2>, 1, 0)], [0, 0.013311624526977539, (<Action.MOVE: 2>, -1, 1)], [1, 1.6796278953552246, (<Action.MOVE: 2>, 1, 0)], [0, 0.007052898406982422, (<Action.MOVE: 2>, 0, -1)], [1, 2.453073263168335, (<Action.MOVE: 2>, 1, 0)], [0, 0.011628150939941406, (<Action.MOVE: 2>, 0, 1)], [1, 1.3176984786987305, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,73
iterations,16
times of actions,"[[0, 0.01770615577697754, (<Action.MOVE: 2>, 1, 1)], [1, 2.711503744125366, (<Action.MOVE: 2>, 0, 1)], [0, 0.024628400802612305, (<Action.MOVE: 2>, 1, 1)], [1, 3.640411615371704, (<Action.MOVE: 2>, -1, 0)], [0, 0.018955230712890625, (<Action.MOVE: 2>, -1, 0)], [1, 4.0053184032440186, (<Action.MOVE: 2>, 0, -1)], [0, 0.01824641227722168, (<Action.MOVE: 2>, 1, 1)], [1, 4.124742031097412, (<Action.MOVE: 2>, -1, 0)], [0, 0.019052743911743164, (<Action.MOVE: 2>, 1, 0)], [1, 3.9862608909606934, (<Action.MOVE: 2>, -1, 0)], [0, 0.020266056060791016, (<Action.MOVE: 2>, 1, 1)], [1, 2.550675868988037, (<Action.MOVE: 2>, -1, 0)], [0, 0.011181116104125977, (<Action.MOVE: 2>, -1, 0)], [1, 2.0663392543792725, (<Action.MOVE: 2>, -1, 0)], [0, 0.010038137435913086, (<Action.MOVE: 2>, 0, -1)], [1, 2.992492914199829, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,74
iterations,12
times of actions,"[[0, 0.007607936859130859, (<Action.MOVE: 2>, 1, -1)], [1, 1.0703091621398926, (<Action.MOVE: 2>, 0, 1)], [0, 0.010321617126464844, (<Action.MOVE: 2>, 1, 1)], [1, 2.3501486778259277, (<Action.MOVE: 2>, -1, 1)], [0, 0.021282434463500977, (<Action.MOVE: 2>, 0, 1)], [1, 4.717848300933838, (<Action.MOVE: 2>, -1, 1)], [0, 0.01818251609802246, (<Action.MOVE: 2>, 0, -1)], [1, 4.354682207107544, (<Action.MOVE: 2>, -1, 0)], [0, 0.015355825424194336, (<Action.MOVE: 2>, 0, 1)], [1, 4.170354843139648, (<Action.MOVE: 2>, -1, -1)], [0, 0.01321268081665039, (<Action.MOVE: 2>, -1, 0)], [1, 3.156904935836792, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,75
iterations,20
times of actions,"[[0, 0.01111912727355957, (<Action.MOVE: 2>, 1, 0)], [1, 1.9137458801269531, (<Action.MOVE: 2>, 1, 0)], [0, 0.019147157669067383, (<Action.MOVE: 2>, 0, 1)], [1, 1.5148789882659912, (<Action.MOVE: 2>, -1, 1)], [0, 0.022171735763549805, (<Action.MOVE: 2>, 0, -1)], [1, 2.670623779296875, (<Action.MOVE: 2>, -1, 1)], [0, 0.02129960060119629, (<Action.MOVE: 2>, 1, 1)], [1, 4.340934991836548, (<Action.MOVE: 2>, 1, 0)], [0, 0.021355628967285156, (<Action.MOVE: 2>, -1, 0)], [1, 4.696705341339111, (<Action.MOVE: 2>, 0, -1)], [0, 0.02231001853942871, (<Action.MOVE: 2>, 0, 1)], [1, 4.104655504226685, (<Action.MOVE: 2>, -1, 0)], [0, 0.019962787628173828, (<Action.MOVE: 2>, 1, 0)], [1, 3.927844285964966, (<Action.MOVE: 2>, -1, 0)], [0, 0.018381834030151367, (<Action.MOVE: 2>, 1, 1)], [1, 2.2056055068969727, (<Action.MOVE: 2>, -1, 0)], [0, 0.01431131362915039, (<Action.MOVE: 2>, -1, 0)], [1, 2.2313127517700195, (<Action.MOVE: 2>, -1, 0)], [0, 0.014394760131835938, (<Action.MOVE: 2>, 1, 0)], [1, 1.752016544342041, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,76
iterations,9
times of actions,"[[1, 1.1116702556610107, (<Action.MOVE: 2>, 1, 0)], [0, 0.005362510681152344, (<Action.MOVE: 2>, -1, 1)], [1, 2.1384289264678955, (<Action.MOVE: 2>, 1, -1)], [0, 0.02001810073852539, (<Action.MOVE: 2>, 0, 1)], [1, 4.589083194732666, (<Action.MOVE: 2>, 1, 0)], [0, 0.01556849479675293, (<Action.MOVE: 2>, -1, 1)], [1, 3.6564114093780518, (<Action.MOVE: 2>, 1, -1)], [0, 0.03786611557006836, (<Action.MOVE: 2>, -1, 1)], [1, 2.790611743927002, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,77
iterations,10
times of actions,"[[0, 0.021169662475585938, (<Action.MOVE: 2>, 1, 0)], [1, 2.239875078201294, (<Action.MOVE: 2>, -1, -1)], [0, 0.014382600784301758, (<Action.MOVE: 2>, -1, 0)], [1, 3.9228858947753906, (<Action.MOVE: 2>, -1, -1)], [0, 0.019201040267944336, (<Action.MOVE: 2>, -1, 0)], [1, 3.3687903881073, (<Action.MOVE: 2>, -1, 0)], [0, 0.021747350692749023, (<Action.MOVE: 2>, 1, 0)], [1, 3.4505844116210938, (<Action.MOVE: 2>, -1, 0)], [0, 0.01653432846069336, (<Action.MOVE: 2>, 1, 1)], [1, 2.0471394062042236, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,78
iterations,14
times of actions,"[[0, 0.027001619338989258, (<Action.MOVE: 2>, 1, -1)], [1, 1.2098093032836914, (<Action.MOVE: 2>, 0, 1)], [0, 0.02619481086730957, (<Action.MOVE: 2>, 1, -1)], [1, 1.7836852073669434, (<Action.MOVE: 2>, -1, 1)], [0, 0.01140904426574707, (<Action.MOVE: 2>, 1, 0)], [1, 2.2037222385406494, (<Action.MOVE: 2>, 0, 1)], [0, 0.01368403434753418, (<Action.MOVE: 2>, 1, -1)], [1, 2.023555040359497, (<Action.MOVE: 2>, -1, 0)], [0, 0.00901651382446289, (<Action.MOVE: 2>, -1, 0)], [1, 2.0488638877868652, (<Action.MOVE: 2>, -1, 0)], [0, 0.010089397430419922, (<Action.MOVE: 2>, 0, 1)], [1, 2.9116146564483643, (<Action.MOVE: 2>, -1, -1)], [0, 0.01862025260925293, (<Action.MOVE: 2>, -1, 0)], [1, 2.8457484245300293, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,79
iterations,10
times of actions,"[[0, 0.014802217483520508, (<Action.MOVE: 2>, 1, 0)], [1, 2.8397018909454346, (<Action.MOVE: 2>, -1, 1)], [0, 0.022202491760253906, (<Action.MOVE: 2>, 1, -1)], [1, 3.661891222000122, (<Action.MOVE: 2>, -1, 0)], [0, 0.020738840103149414, (<Action.MOVE: 2>, 0, -1)], [1, 1.9978055953979492, (<Action.MOVE: 2>, -1, 0)], [0, 0.011952638626098633, (<Action.MOVE: 2>, 1, 0)], [1, 1.5177667140960693, (<Action.MOVE: 2>, -1, -1)], [0, 0.010204076766967773, (<Action.MOVE: 2>, -1, 1)], [1, 2.5091781616210938, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,80
iterations,8
times of actions,"[[0, 0.00817728042602539, (<Action.MOVE: 2>, 1, 0)], [1, 2.6599061489105225, (<Action.MOVE: 2>, -1, 0)], [0, 0.03673744201660156, (<Action.MOVE: 2>, 0, 1)], [1, 4.16390585899353, (<Action.MOVE: 2>, -1, -1)], [0, 0.012634515762329102, (<Action.MOVE: 2>, 0, -1)], [1, 3.8167941570281982, (<Action.MOVE: 2>, -1, -1)], [0, 0.01255488395690918, (<Action.MOVE: 2>, 0, -1)], [1, 3.7035834789276123, <Action.KICK: 1>]]"
winner,blue
game,81
iterations,12
times of actions,"[[0, 0.014853477478027344, (<Action.MOVE: 2>, 1, -1)], [1, 2.868460178375244, (<Action.MOVE: 2>, 0, 1)], [0, 0.01575469970703125, (<Action.MOVE: 2>, 1, -1)], [1, 2.231839418411255, (<Action.MOVE: 2>, -1, -1)], [0, 0.015416383743286133, (<Action.MOVE: 2>, 1, 0)], [1, 3.7723724842071533, (<Action.MOVE: 2>, -1, 0)], [0, 0.019451141357421875, (<Action.MOVE: 2>, -1, 0)], [1, 3.611232042312622, (<Action.MOVE: 2>, -1, 0)], [0, 0.018593549728393555, (<Action.MOVE: 2>, 1, -1)], [1, 1.8402156829833984, (<Action.MOVE: 2>, -1, -1)], [0, 0.014984846115112305, (<Action.MOVE: 2>, 1, 0)], [1, 1.3159503936767578, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,82
iterations,11
times of actions,"[[1, 0.6661479473114014, (<Action.MOVE: 2>, 0, 1)], [0, 0.0051114559173583984, (<Action.MOVE: 2>, -1, -1)], [0, 0.015680551528930664, (<Action.MOVE: 2>, -1, -1)], [0, 0.022180557250976562, (<Action.MOVE: 2>, 1, 0)], [1, 0.9174411296844482, (<Action.MOVE: 2>, 0, 1)], [0, 0.01110386848449707, (<Action.MOVE: 2>, -1, 1)], [1, 2.2818686962127686, (<Action.MOVE: 2>, 1, 1)], [0, 0.023772478103637695, (<Action.MOVE: 2>, 0, -1)], [1, 2.391167402267456, (<Action.MOVE: 2>, 1, 0)], [0, 0.02561497688293457, (<Action.MOVE: 2>, 1, 0)], [1, 1.6026203632354736, (<Action.MOVE: 2>, 1, 0)], [0, 0.007634878158569336, (<Action.MOVE: 2>, 0, 1)], [1, 2.132636547088623, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,83
iterations,12
times of actions,"[[0, 0.01820087432861328, (<Action.MOVE: 2>, 1, -1)], [1, 2.73130464553833, (<Action.MOVE: 2>, 0, 1)], [0, 0.02386617660522461, (<Action.MOVE: 2>, 1, -1)], [1, 2.442272424697876, (<Action.MOVE: 2>, -1, 0)], [0, 0.01899242401123047, (<Action.MOVE: 2>, -1, 0)], [1, 3.9372193813323975, (<Action.MOVE: 2>, -1, 0)], [0, 0.022121667861938477, (<Action.MOVE: 2>, 1, 1)], [1, 4.118419647216797, (<Action.MOVE: 2>, -1, 0)], [0, 0.02195143699645996, (<Action.MOVE: 2>, 0, -1)], [1, 3.2058374881744385, (<Action.MOVE: 2>, -1, -1)], [0, 0.020294189453125, (<Action.MOVE: 2>, -1, 0)], [1, 2.729072332382202, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,84
iterations,10
times of actions,"[[0, 0.007341146469116211, (<Action.MOVE: 2>, 1, 1)], [1, 2.4083354473114014, (<Action.MOVE: 2>, -1, 0)], [0, 0.022771120071411133, (<Action.MOVE: 2>, -1, 0)], [1, 4.072965860366821, (<Action.MOVE: 2>, -1, 0)], [0, 0.038503170013427734, (<Action.MOVE: 2>, 0, -1)], [1, 2.4964895248413086, (<Action.MOVE: 2>, -1, 0)], [0, 0.009081363677978516, (<Action.MOVE: 2>, 0, 1)], [1, 3.2589502334594727, (<Action.MOVE: 2>, -1, 0)], [0, 0.02305889129638672, (<Action.MOVE: 2>, 1, 0)], [1, 2.7289135456085205, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,85
iterations,3
times of actions,"[[1, 1.9732074737548828, (<Action.MOVE: 2>, 1, 0)], [0, 0.011802911758422852, (<Action.MOVE: 2>, -1, 1)], [1, 2.7885072231292725, (<Action.MOVE: 2>, 1, 0)], [0, 0.020687341690063477, (<Action.MOVE: 2>, -1, 0)]]"
winner,none
game,86
iterations,7
times of actions,"[[1, 2.2426490783691406, (<Action.MOVE: 2>, 1, 1)], [0, 0.012253046035766602, (<Action.MOVE: 2>, 0, -1)], [1, 2.3951539993286133, (<Action.MOVE: 2>, 1, 0)], [0, 0.025644779205322266, (<Action.MOVE: 2>, 1, 0)], [1, 1.6716821193695068, (<Action.MOVE: 2>, 1, 0)], [0, 0.009081840515136719, (<Action.MOVE: 2>, -1, -1)], [0, 0.010233879089355469, (<Action.MOVE: 2>, -1, 1)], [1, 2.860557794570923, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,87
iterations,13
times of actions,"[[1, 3.018129348754883, (<Action.MOVE: 2>, 0, 1)], [0, 0.016209840774536133, (<Action.MOVE: 2>, 0, 1)], [1, 2.430299758911133, (<Action.MOVE: 2>, 0, 1)], [0, 0.02263641357421875, (<Action.MOVE: 2>, -1, -1)], [1, 3.2005057334899902, (<Action.MOVE: 2>, 1, -1)], [0, 0.019701004028320312, (<Action.MOVE: 2>, 0, -1)], [1, 4.979758977890015, (<Action.MOVE: 2>, 1, 0)], [0, 0.028716564178466797, (<Action.MOVE: 2>, -1, 0)], [1, 4.279088497161865, (<Action.MOVE: 2>, 1, 0)], [0, 0.014613151550292969, (<Action.MOVE: 2>, -1, 1)], [1, 3.76119327545166, (<Action.MOVE: 2>, 1, -1)], [0, 0.020512104034423828, (<Action.MOVE: 2>, -1, 0)], [1, 2.8394951820373535, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,88
iterations,10
times of actions,"[[0, 0.01686716079711914, (<Action.MOVE: 2>, 0, -1)], [1, 2.744588613510132, (<Action.MOVE: 2>, -1, 1)], [0, 0.035154104232788086, (<Action.MOVE: 2>, 1, -1)], [1, 4.018500089645386, (<Action.MOVE: 2>, -1, 0)], [0, 0.019487857818603516, (<Action.MOVE: 2>, 0, 1)], [1, 4.50071907043457, (<Action.MOVE: 2>, -1, 0)], [0, 0.01325082778930664, (<Action.MOVE: 2>, 1, 0)], [1, 3.6581852436065674, (<Action.MOVE: 2>, -1, -1)], [0, 0.020329952239990234, (<Action.MOVE: 2>, 1, -1)], [1, 2.7413251399993896, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,89
iterations,13
times of actions,"[[1, 1.3619050979614258, (<Action.MOVE: 2>, 0, 1)], [0, 0.010344505310058594, (<Action.MOVE: 2>, 0, 1)], [1, 2.007553815841675, (<Action.MOVE: 2>, 0, 1)], [0, 0.021801233291625977, (<Action.MOVE: 2>, -1, 0)], [1, 2.437450885772705, (<Action.MOVE: 2>, 0, 1)], [0, 0.01690077781677246, (<Action.MOVE: 2>, -1, -1)], [1, 2.5598509311676025, (<Action.MOVE: 2>, 0, 1)], [0, 0.020519733428955078, (<Action.MOVE: 2>, 0, -1)], [1, 3.188152313232422, (<Action.MOVE: 2>, 1, -1)], [0, 0.022719144821166992, (<Action.MOVE: 2>, 1, 0)], [1, 3.6998510360717773, (<Action.MOVE: 2>, 1, 0)], [0, 0.017957687377929688, (<Action.MOVE: 2>, 0, 1)], [1, 3.1279783248901367, <Action.KICK: 1>]]"
winner,red
game,90
iterations,13
times of actions,"[[1, 1.6935763359069824, (<Action.MOVE: 2>, 1, -1)], [0, 0.025371789932250977, (<Action.MOVE: 2>, -1, -1)], [1, 2.1698758602142334, (<Action.MOVE: 2>, 1, 0)], [0, 0.0204923152923584, (<Action.MOVE: 2>, 0, 1)], [1, 2.86421799659729, (<Action.MOVE: 2>, 0, 1)], [0, 0.021657943725585938, (<Action.MOVE: 2>, 0, -1)], [1, 2.1393508911132812, (<Action.MOVE: 2>, 1, -1)], [0, 0.018970489501953125, (<Action.MOVE: 2>, -1, 0)], [1, 3.665369749069214, (<Action.MOVE: 2>, 1, 0)], [0, 0.017030715942382812, (<Action.MOVE: 2>, 0, -1)], [1, 2.2316079139709473, (<Action.MOVE: 2>, 1, -1)], [0, 0.013206720352172852, (<Action.MOVE: 2>, -1, 1)], [1, 2.5423192977905273, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,91
iterations,13
times of actions,"[[1, 1.83180832862854, (<Action.MOVE: 2>, 1, 0)], [0, 0.006852388381958008, (<Action.MOVE: 2>, 0, -1)], [1, 2.378652334213257, (<Action.MOVE: 2>, 1, 0)], [0, 0.027614116668701172, (<Action.MOVE: 2>, 0, 1)], [1, 2.726231336593628, (<Action.MOVE: 2>, 0, 1)], [0, 0.02448248863220215, (<Action.MOVE: 2>, 1, 0)], [1, 1.8139252662658691, (<Action.MOVE: 2>, 1, -1)], [0, 0.0167238712310791, (<Action.MOVE: 2>, 0, 1)], [1, 2.845212697982788, (<Action.MOVE: 2>, 1, -1)], [0, 0.021026611328125, (<Action.MOVE: 2>, -1, -1)], [1, 3.5190465450286865, (<Action.MOVE: 2>, 1, 0)], [0, 0.017770051956176758, (<Action.MOVE: 2>, 0, 1)], [1, 2.6508917808532715, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,92
iterations,9
times of actions,"[[1, 1.7667665481567383, (<Action.MOVE: 2>, 1, 1)], [0, 0.013405799865722656, (<Action.MOVE: 2>, 0, -1)], [1, 1.3008365631103516, (<Action.MOVE: 2>, 0, 1)], [0, 0.01970672607421875, (<Action.MOVE: 2>, 1, 0)], [1, 1.769251823425293, (<Action.MOVE: 2>, 1, 0)], [0, 0.009129762649536133, (<Action.MOVE: 2>, -1, 0)], [1, 1.9278059005737305, (<Action.MOVE: 2>, 1, -1)], [0, 0.008621454238891602, (<Action.MOVE: 2>, 1, 0)], [1, 1.3978033065795898, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,93
iterations,3
times of actions,"[[1, 2.252660036087036, (<Action.MOVE: 2>, 1, -1)], [0, 0.012877941131591797, (<Action.MOVE: 2>, 1, 0)], [1, 2.7440505027770996, <Action.KICK: 1>]]"
winner,red
game,94
iterations,13
times of actions,"[[1, 0.4447953701019287, (<Action.MOVE: 2>, 1, 1)], [0, 0.006993532180786133, (<Action.MOVE: 2>, -1, -1)], [0, 0.013638734817504883, (<Action.MOVE: 2>, 0, 1)], [1, 1.619795560836792, (<Action.MOVE: 2>, 1, 0)], [0, 0.020136356353759766, (<Action.MOVE: 2>, -1, 0)], [1, 1.8420255184173584, (<Action.MOVE: 2>, 1, 1)], [0, 0.013690710067749023, (<Action.MOVE: 2>, 0, -1)], [1, 1.4158918857574463, (<Action.MOVE: 2>, 0, 1)], [0, 0.012120962142944336, (<Action.MOVE: 2>, 1, 0)], [1, 2.1219615936279297, (<Action.MOVE: 2>, 1, 0)], [0, 0.012944459915161133, (<Action.MOVE: 2>, -1, 0)], [1, 2.058035135269165, (<Action.MOVE: 2>, 1, -1)], [0, 0.01259160041809082, (<Action.MOVE: 2>, 1, 0)], [1, 1.752110481262207, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,95
iterations,9
times of actions,"[[1, 2.6398680210113525, (<Action.MOVE: 2>, 0, 1)], [0, 0.013440370559692383, (<Action.MOVE: 2>, 1, 0)], [1, 1.5693485736846924, (<Action.MOVE: 2>, 1, -1)], [0, 0.02192997932434082, (<Action.MOVE: 2>, 0, 1)], [1, 1.6376638412475586, (<Action.MOVE: 2>, 1, 0)], [0, 0.006515979766845703, (<Action.MOVE: 2>, -1, 0)], [1, 1.99747896194458, (<Action.MOVE: 2>, 1, -1)], [0, 0.009832143783569336, (<Action.MOVE: 2>, 1, 0)], [1, 1.4414012432098389, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,96
iterations,5
times of actions,"[[1, 2.0756304264068604, (<Action.MOVE: 2>, 1, 0)], [0, 0.008486032485961914, (<Action.MOVE: 2>, 1, 0)], [1, 2.0309808254241943, (<Action.MOVE: 2>, 1, -1)], [0, 0.013567686080932617, (<Action.MOVE: 2>, -1, 1)], [1, 3.947172164916992, <Action.KICK: 1>]]"
winner,red
game,97
iterations,14
times of actions,"[[0, 0.020308732986450195, (<Action.MOVE: 2>, 1, -1)], [1, 2.7941150665283203, (<Action.MOVE: 2>, -1, 0)], [0, 0.023624181747436523, (<Action.MOVE: 2>, 0, 1)], [1, 3.5161197185516357, (<Action.MOVE: 2>, -1, 0)], [0, 0.026241302490234375, (<Action.MOVE: 2>, -1, 0)], [1, 3.978565216064453, (<Action.MOVE: 2>, -1, -1)], [0, 0.012521982192993164, (<Action.MOVE: 2>, 0, -1)], [1, 3.559030771255493, (<Action.MOVE: 2>, -1, 0)], [0, 0.018785715103149414, (<Action.MOVE: 2>, 1, -1)], [1, 2.6961112022399902, (<Action.MOVE: 2>, -1, 1)], [0, 0.008058786392211914, (<Action.MOVE: 2>, 1, 0)], [1, 2.1499462127685547, (<Action.MOVE: 2>, -1, 1)], [0, 0.010627985000610352, (<Action.MOVE: 2>, 0, 1)], [1, 2.7818307876586914, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,98
iterations,12
times of actions,"[[0, 0.027469158172607422, (<Action.MOVE: 2>, 1, -1)], [1, 3.4949963092803955, (<Action.MOVE: 2>, -1, 1)], [0, 0.01921534538269043, (<Action.MOVE: 2>, 1, 1)], [1, 4.51124382019043, (<Action.MOVE: 2>, -1, -1)], [0, 0.019367456436157227, (<Action.MOVE: 2>, 1, 0)], [1, 4.598939418792725, (<Action.MOVE: 2>, -1, 1)], [0, 0.014742136001586914, (<Action.MOVE: 2>, 0, -1)], [1, 3.8468527793884277, (<Action.MOVE: 2>, -1, 0)], [0, 0.0122222900390625, (<Action.MOVE: 2>, 0, 1)], [1, 3.6215548515319824, (<Action.MOVE: 2>, -1, 0)], [0, 0.022316932678222656, (<Action.MOVE: 2>, 0, -1)], [1, 3.04386568069458, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,99
iterations,19
times of actions,"[[1, 0.6200747489929199, (<Action.MOVE: 2>, 0, 1)], [0, 0.009374856948852539, (<Action.MOVE: 2>, 0, 1)], [1, 2.0022621154785156, (<Action.MOVE: 2>, 1, 1)], [0, 0.021438121795654297, (<Action.MOVE: 2>, 0, 1)], [1, 2.717729330062866, (<Action.MOVE: 2>, -1, 0)], [0, 0.024762630462646484, (<Action.MOVE: 2>, -1, 1)], [1, 3.6286137104034424, (<Action.MOVE: 2>, 1, 1)], [0, 0.022198200225830078, (<Action.MOVE: 2>, -1, 0)], [1, 4.3159379959106445, (<Action.MOVE: 2>, -1, 0)], [0, 0.023792266845703125, (<Action.MOVE: 2>, -1, 1)], [1, 4.313490152359009, (<Action.MOVE: 2>, 1, -1)], [0, 0.024881601333618164, (<Action.MOVE: 2>, -1, 0)], [1, 4.313007831573486, (<Action.MOVE: 2>, 1, 1)], [0, 0.0220034122467041, (<Action.MOVE: 2>, -1, 1)], [1, 2.6812515258789062, (<Action.MOVE: 2>, 1, 0)], [0, 0.015275716781616211, (<Action.MOVE: 2>, 1, 0)], [1, 2.914198637008667, (<Action.MOVE: 2>, 1, 0)], [0, 0.021071195602416992, (<Action.MOVE: 2>, -1, 1)], [1, 1.3083419799804688, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,100
iterations,5
