start time,1633071274.1702516
winner,red
game,177
iterations,24
times of actions,"[[0, 0.03294563293457031, (<Action.MOVE: 2>, 1, 1)], [1, 3.9245097637176514, (<Action.MOVE: 2>, 0, 1)], [0, 0.16355419158935547, (<Action.MOVE: 2>, 1, 1)], [1, 6.478187799453735, (<Action.MOVE: 2>, 1, 0)], [0, 0.046619415283203125, (<Action.MOVE: 2>, 1, 1)], [1, 4.702867031097412, (<Action.MOVE: 2>, 0, 1)], [0, 0.023993968963623047, (<Action.MOVE: 2>, -1, 0)], [1, 5.741692543029785, (<Action.MOVE: 2>, 0, 1)], [0, 0.011116266250610352, (<Action.MOVE: 2>, 0, -1)], [1, 8.395551919937134, (<Action.MOVE: 2>, -1, 1)], [0, 0.01628708839416504, (<Action.MOVE: 2>, 1, 0)], [1, 10.274152278900146, (<Action.MOVE: 2>, 0, 1)], [0, 0.0163726806640625, (<Action.MOVE: 2>, 0, -1)], [1, 10.789944410324097, (<Action.MOVE: 2>, -1, 0)], [0, 0.014742374420166016, (<Action.MOVE: 2>, 1, 0)], [1, 11.1658296585083, (<Action.MOVE: 2>, -1, 0)], [0, 0.017947912216186523, (<Action.MOVE: 2>, 0, -1)], [1, 9.285425424575806, (<Action.MOVE: 2>, -1, 0)], [0, 0.06477880477905273, (<Action.MOVE: 2>, 0, 1)], [1, 10.46048641204834, (<Action.MOVE: 2>, -1, -1)], [0, 0.05109739303588867, (<Action.MOVE: 2>, 1, 0)], [1, 7.8224639892578125, (<Action.MOVE: 2>, -1, -1)], [0, 0.03493165969848633, (<Action.MOVE: 2>, -1, 1)], [1, 8.087010860443115, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,178
iterations,10
times of actions,"[[0, 0.011861324310302734, (<Action.MOVE: 2>, 1, 0)], [1, 13.89612102508545, (<Action.MOVE: 2>, -1, 0)], [0, 0.19903182983398438, (<Action.MOVE: 2>, 1, -1)], [1, 7.737593650817871, (<Action.MOVE: 2>, -1, 0)], [0, 0.029902219772338867, (<Action.MOVE: 2>, 1, 1)], [1, 10.748925924301147, (<Action.MOVE: 2>, -1, 0)], [0, 0.023026704788208008, (<Action.MOVE: 2>, 1, -1)], [1, 7.538900375366211, (<Action.MOVE: 2>, -1, -1)], [0, 0.04484438896179199, (<Action.MOVE: 2>, 1, 1)], [1, 5.569653511047363, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,179
iterations,16
times of actions,"[[0, 0.011909246444702148, (<Action.MOVE: 2>, 1, -1)], [1, 5.964752197265625, (<Action.MOVE: 2>, 0, 1)], [0, 0.04056048393249512, (<Action.MOVE: 2>, 1, -1)], [1, 5.376631498336792, (<Action.MOVE: 2>, 1, 0)], [0, 0.03173470497131348, (<Action.MOVE: 2>, 1, 1)], [1, 3.7179348468780518, (<Action.MOVE: 2>, -1, 1)], [0, 0.07227325439453125, (<Action.MOVE: 2>, 0, -1)], [1, 8.834544658660889, (<Action.MOVE: 2>, -1, 1)], [0, 0.04330086708068848, (<Action.MOVE: 2>, 1, 0)], [1, 10.750596284866333, (<Action.MOVE: 2>, -1, 0)], [0, 0.028001070022583008, (<Action.MOVE: 2>, -1, 0)], [1, 10.204329490661621, (<Action.MOVE: 2>, -1, 0)], [0, 0.15254688262939453, (<Action.MOVE: 2>, 0, -1)], [1, 7.258389711380005, (<Action.MOVE: 2>, -1, 0)], [0, 0.016723155975341797, (<Action.MOVE: 2>, 0, 1)], [1, 7.090733766555786, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,180
iterations,16
times of actions,"[[0, 0.02999424934387207, (<Action.MOVE: 2>, 1, -1)], [1, 4.438985824584961, (<Action.MOVE: 2>, 1, 0)], [0, 0.028499841690063477, (<Action.MOVE: 2>, 1, 1)], [1, 4.227600336074829, (<Action.MOVE: 2>, -1, 1)], [0, 0.03361201286315918, (<Action.MOVE: 2>, 0, 1)], [1, 9.26290512084961, (<Action.MOVE: 2>, -1, 1)], [0, 0.03931021690368652, (<Action.MOVE: 2>, 1, 1)], [1, 15.367601156234741, (<Action.MOVE: 2>, -1, -1)], [0, 0.10613441467285156, (<Action.MOVE: 2>, 1, 1)], [1, 13.945751428604126, (<Action.MOVE: 2>, -1, 0)], [0, 0.02365875244140625, (<Action.MOVE: 2>, 1, 0)], [1, 7.308758974075317, (<Action.MOVE: 2>, -1, 0)], [0, 0.02589106559753418, (<Action.MOVE: 2>, 0, -1)], [1, 5.755138635635376, (<Action.MOVE: 2>, -1, 1)], [0, 0.01819634437561035, (<Action.MOVE: 2>, 1, -1)], [1, 4.1065733432769775, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,181
iterations,12
times of actions,"[[0, 0.01645636558532715, (<Action.MOVE: 2>, 0, 1)], [1, 1.7443182468414307, (<Action.MOVE: 2>, -1, 1)], [0, 0.027684688568115234, (<Action.MOVE: 2>, -1, 0)], [1, 2.1607601642608643, (<Action.MOVE: 2>, 0, 1)], [0, 0.0179901123046875, (<Action.MOVE: 2>, 0, -1)], [1, 6.1054887771606445, (<Action.MOVE: 2>, -1, -1)], [0, 0.03629946708679199, (<Action.MOVE: 2>, 1, 0)], [1, 5.1070475578308105, (<Action.MOVE: 2>, -1, 0)], [0, 0.02272629737854004, (<Action.MOVE: 2>, 1, -1)], [1, 5.462616682052612, (<Action.MOVE: 2>, -1, 0)], [0, 0.021971464157104492, (<Action.MOVE: 2>, 1, 1)], [1, 4.460651159286499, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,182
iterations,16
times of actions,"[[0, 0.026461362838745117, (<Action.MOVE: 2>, 1, 0)], [1, 2.7141854763031006, (<Action.MOVE: 2>, 1, 0)], [0, 0.037867069244384766, (<Action.MOVE: 2>, 1, 0)], [1, 1.5382661819458008, (<Action.MOVE: 2>, 0, 1)], [0, 0.010003089904785156, (<Action.MOVE: 2>, 1, 0)], [1, 1.329038381576538, (<Action.MOVE: 2>, -1, 0)], [0, 0.008999824523925781, (<Action.MOVE: 2>, 1, -1)], [1, 0.9440109729766846, (<Action.MOVE: 2>, -1, 1)], [0, 0.006003379821777344, (<Action.MOVE: 2>, 0, 1)], [1, 2.821035385131836, (<Action.MOVE: 2>, -1, 0)], [0, 0.009000062942504883, (<Action.MOVE: 2>, -1, 0)], [1, 2.9140336513519287, (<Action.MOVE: 2>, -1, 0)], [0, 0.013999223709106445, (<Action.MOVE: 2>, 1, 0)], [1, 2.1030356884002686, (<Action.MOVE: 2>, -1, -1)], [0, 0.011014223098754883, (<Action.MOVE: 2>, -1, -1)], [1, 1.437035322189331, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,183
iterations,12
times of actions,"[[0, 0.009965181350708008, (<Action.MOVE: 2>, 1, 1)], [1, 1.7484028339385986, (<Action.MOVE: 2>, 0, 1)], [0, 0.016993999481201172, (<Action.MOVE: 2>, -1, 0)], [1, 2.170034170150757, (<Action.MOVE: 2>, -1, 1)], [0, 0.017020702362060547, (<Action.MOVE: 2>, 0, -1)], [1, 3.3370041847229004, (<Action.MOVE: 2>, -1, 1)], [0, 0.014922380447387695, (<Action.MOVE: 2>, 0, -1)], [1, 1.9047234058380127, (<Action.MOVE: 2>, -1, 0)], [0, 0.00800013542175293, (<Action.MOVE: 2>, 1, 1)], [1, 2.8695311546325684, (<Action.MOVE: 2>, -1, -1)], [0, 0.01502370834350586, (<Action.MOVE: 2>, 1, -1)], [1, 1.4460458755493164, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,184
iterations,11
times of actions,"[[1, 2.6581830978393555, (<Action.MOVE: 2>, 0, 1)], [0, 0.009967565536499023, (<Action.MOVE: 2>, 0, -1)], [1, 2.0472726821899414, (<Action.MOVE: 2>, 0, -1)], [0, 0.01999640464782715, (<Action.MOVE: 2>, -1, -1)], [1, 2.0950028896331787, (<Action.MOVE: 2>, 1, 0)], [0, 0.016984224319458008, (<Action.MOVE: 2>, -1, 1)], [1, 3.370032548904419, (<Action.MOVE: 2>, 1, 0)], [0, 0.014994382858276367, (<Action.MOVE: 2>, -1, -1)], [1, 2.545043468475342, (<Action.MOVE: 2>, 1, -1)], [0, 0.014988422393798828, (<Action.MOVE: 2>, 0, -1)], [1, 1.4009571075439453, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,185
iterations,3
times of actions,"[[1, 2.0715529918670654, (<Action.MOVE: 2>, 0, -1)], [0, 0.010000467300415039, (<Action.MOVE: 2>, 0, 1)], [1, 2.39604115486145, (<Action.MOVE: 2>, 0, 1)], [0, 0.01800060272216797, (<Action.MOVE: 2>, 0, -1)]]"
winner,none
game,186
iterations,14
times of actions,"[[0, 0.01094365119934082, (<Action.MOVE: 2>, 1, -1)], [1, 0.7580549716949463, (<Action.MOVE: 2>, 0, 1)], [0, 0.017963409423828125, (<Action.MOVE: 2>, 1, -1)], [1, 0.9579958915710449, (<Action.MOVE: 2>, 0, 1)], [0, 0.008005619049072266, (<Action.MOVE: 2>, 1, 0)], [1, 0.9689996242523193, (<Action.MOVE: 2>, -1, 1)], [0, 0.008003473281860352, (<Action.MOVE: 2>, 0, 1)], [1, 2.7960121631622314, (<Action.MOVE: 2>, -1, 0)], [0, 0.012000083923339844, (<Action.MOVE: 2>, -1, 0)], [1, 3.081960678100586, (<Action.MOVE: 2>, -1, 0)], [0, 0.014959573745727539, (<Action.MOVE: 2>, 0, -1)], [1, 1.6630041599273682, (<Action.MOVE: 2>, -1, -1)], [0, 0.009999990463256836, (<Action.MOVE: 2>, -1, 0)], [1, 1.7330436706542969, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,187
iterations,11
times of actions,"[[1, 2.0770442485809326, (<Action.MOVE: 2>, 0, 1)], [0, 0.009042739868164062, (<Action.MOVE: 2>, -1, 0)], [1, 2.2310497760772705, (<Action.MOVE: 2>, 0, 1)], [0, 0.015038251876831055, (<Action.MOVE: 2>, -1, 1)], [1, 1.1230041980743408, (<Action.MOVE: 2>, 1, -1)], [0, 0.009999275207519531, (<Action.MOVE: 2>, -1, 1)], [0, 0.01000070571899414, (<Action.MOVE: 2>, -1, 0)], [1, 1.6910400390625, (<Action.MOVE: 2>, 1, 0)], [0, 0.010003089904785156, (<Action.MOVE: 2>, 1, 0)], [1, 1.7300431728363037, (<Action.MOVE: 2>, 1, -1)], [0, 0.00899958610534668, (<Action.MOVE: 2>, -1, -1)], [1, 2.2700436115264893, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,188
iterations,18
times of actions,"[[0, 0.009982585906982422, (<Action.MOVE: 2>, -1, 0)], [1, 0.924560546875, (<Action.MOVE: 2>, 0, 1)], [0, 0.02000117301940918, (<Action.MOVE: 2>, 1, -1)], [1, 1.5280041694641113, (<Action.MOVE: 2>, 1, 0)], [0, 0.01600360870361328, (<Action.MOVE: 2>, 1, 0)], [1, 1.2650043964385986, (<Action.MOVE: 2>, 0, 1)], [0, 0.01900339126586914, (<Action.MOVE: 2>, 1, 0)], [1, 1.4410431385040283, (<Action.MOVE: 2>, -1, 0)], [0, 0.015001296997070312, (<Action.MOVE: 2>, 0, -1)], [1, 1.1990299224853516, (<Action.MOVE: 2>, -1, 1)], [0, 0.009002447128295898, (<Action.MOVE: 2>, 1, 0)], [1, 1.868013620376587, (<Action.MOVE: 2>, -1, 0)], [0, 0.006001472473144531, (<Action.MOVE: 2>, 0, 1)], [1, 2.3460357189178467, (<Action.MOVE: 2>, -1, 0)], [0, 0.008961677551269531, (<Action.MOVE: 2>, -1, 0)], [1, 2.6257576942443848, (<Action.MOVE: 2>, -1, -1)], [0, 0.015046119689941406, (<Action.MOVE: 2>, 1, 1)], [1, 2.247959613800049, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,189
iterations,11
times of actions,"[[1, 2.7210030555725098, (<Action.MOVE: 2>, 1, 0)], [0, 0.009954452514648438, (<Action.MOVE: 2>, -1, 0)], [1, 2.7059996128082275, (<Action.MOVE: 2>, 0, 1)], [0, 0.01694321632385254, (<Action.MOVE: 2>, -1, -1)], [1, 1.8170380592346191, (<Action.MOVE: 2>, 1, -1)], [0, 0.01600027084350586, (<Action.MOVE: 2>, 0, -1)], [1, 2.1300160884857178, (<Action.MOVE: 2>, 1, 0)], [0, 0.008999347686767578, (<Action.MOVE: 2>, -1, 0)], [1, 1.6510040760040283, (<Action.MOVE: 2>, 1, -1)], [0, 0.010051727294921875, (<Action.MOVE: 2>, -1, -1)], [0, 0.009950399398803711, (<Action.MOVE: 2>, 1, 0)], [1, 1.5690417289733887, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,190
iterations,17
times of actions,"[[1, 1.177042007446289, (<Action.MOVE: 2>, 1, 0)], [0, 0.010000228881835938, (<Action.MOVE: 2>, 1, 0)], [1, 1.1530427932739258, (<Action.MOVE: 2>, 1, 0)], [0, 0.014000415802001953, (<Action.MOVE: 2>, -1, 0)], [1, 1.6760413646697998, (<Action.MOVE: 2>, 0, 1)], [0, 0.017000198364257812, (<Action.MOVE: 2>, -1, 0)], [1, 2.160040855407715, (<Action.MOVE: 2>, 0, 1)], [0, 0.01699972152709961, (<Action.MOVE: 2>, -1, -1)], [1, 2.4190046787261963, (<Action.MOVE: 2>, 0, 1)], [0, 0.01604461669921875, (<Action.MOVE: 2>, -1, 1)], [1, 1.1829948425292969, (<Action.MOVE: 2>, 1, -1)], [0, 0.010004997253417969, (<Action.MOVE: 2>, 1, 0)], [1, 1.9490106105804443, (<Action.MOVE: 2>, 1, 0)], [0, 0.009999990463256836, (<Action.MOVE: 2>, -1, -1)], [1, 2.926042318344116, (<Action.MOVE: 2>, 1, -1)], [0, 0.011005163192749023, (<Action.MOVE: 2>, 0, 1)], [1, 1.5560023784637451, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,191
iterations,10
times of actions,"[[0, 0.00999903678894043, (<Action.MOVE: 2>, 0, -1)], [1, 2.022991895675659, (<Action.MOVE: 2>, -1, -1)], [0, 0.01799917221069336, (<Action.MOVE: 2>, 1, 1)], [1, 3.4579436779022217, (<Action.MOVE: 2>, -1, -1)], [0, 0.014998912811279297, (<Action.MOVE: 2>, 0, -1)], [1, 3.58005428314209, (<Action.MOVE: 2>, -1, 0)], [0, 0.0149993896484375, (<Action.MOVE: 2>, -1, 0)], [1, 3.023042678833008, (<Action.MOVE: 2>, -1, 0)], [0, 0.015003681182861328, (<Action.MOVE: 2>, 0, -1)], [1, 2.536041498184204, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,192
iterations,5
times of actions,"[[1, 1.7520098686218262, (<Action.MOVE: 2>, 1, 0)], [0, 0.01000356674194336, (<Action.MOVE: 2>, -1, 1)], [1, 2.4520888328552246, (<Action.MOVE: 2>, 0, 1)], [0, 0.015999555587768555, (<Action.MOVE: 2>, -1, 1)], [1, 1.9880039691925049, (<Action.MOVE: 2>, 0, -1)], [0, 0.015000343322753906, (<Action.MOVE: 2>, 0, 1)]]"
winner,none
game,193
iterations,6
times of actions,"[[0, 0.009891510009765625, (<Action.MOVE: 2>, -1, 0)], [1, 2.0860044956207275, (<Action.MOVE: 2>, -1, 1)], [0, 0.018960952758789062, (<Action.MOVE: 2>, 1, 1)], [1, 4.063039302825928, (<Action.MOVE: 2>, -1, 1)], [0, 0.013999462127685547, (<Action.MOVE: 2>, -1, 0)], [1, 3.4059512615203857, <Action.KICK: 1>]]"
winner,blue
game,194
iterations,6
times of actions,"[[0, 0.002996206283569336, (<Action.MOVE: 2>, 0, 1)], [1, 1.7488594055175781, (<Action.MOVE: 2>, -1, -1)], [0, 0.0159604549407959, (<Action.MOVE: 2>, 0, 1)], [1, 4.056041240692139, (<Action.MOVE: 2>, -1, 1)], [0, 0.014998674392700195, (<Action.MOVE: 2>, 0, 1)], [1, 3.601048231124878, <Action.KICK: 1>]]"
winner,blue
game,195
iterations,7
times of actions,"[[1, 1.9490554332733154, (<Action.MOVE: 2>, 1, 1)], [0, 0.010000944137573242, (<Action.MOVE: 2>, -1, -1)], [1, 1.8940556049346924, (<Action.MOVE: 2>, 1, 0)], [0, 0.009999513626098633, (<Action.MOVE: 2>, -1, 1)], [1, 2.7710537910461426, (<Action.MOVE: 2>, 1, -1)], [0, 0.014999866485595703, (<Action.MOVE: 2>, -1, 1)], [1, 2.414003372192383, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,196
iterations,15
times of actions,"[[1, 1.385998010635376, (<Action.MOVE: 2>, 1, 1)], [0, 0.010999917984008789, (<Action.MOVE: 2>, -1, -1)], [1, 3.0150046348571777, (<Action.MOVE: 2>, 1, 0)], [0, 0.02100086212158203, (<Action.MOVE: 2>, -1, 0)], [1, 3.844055414199829, (<Action.MOVE: 2>, -1, 0)], [0, 0.01596212387084961, (<Action.MOVE: 2>, 0, 1)], [1, 3.8250527381896973, (<Action.MOVE: 2>, 1, -1)], [0, 0.009002685546875, (<Action.MOVE: 2>, -1, 1)], [1, 2.2089996337890625, (<Action.MOVE: 2>, 1, 0)], [0, 0.005999565124511719, (<Action.MOVE: 2>, -1, -1)], [1, 2.968190908432007, (<Action.MOVE: 2>, 1, 0)], [0, 0.009000539779663086, (<Action.MOVE: 2>, -1, 1)], [1, 1.667043685913086, (<Action.MOVE: 2>, 1, 0)], [0, 0.00899815559387207, (<Action.MOVE: 2>, 0, -1)], [1, 2.232001781463623, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,197
iterations,10
times of actions,"[[0, 0.0060002803802490234, (<Action.MOVE: 2>, -1, 0)], [1, 1.340019941329956, (<Action.MOVE: 2>, -1, -1)], [0, 0.009000778198242188, (<Action.MOVE: 2>, 1, 0)], [1, 2.544002056121826, (<Action.MOVE: 2>, -1, 0)], [0, 0.011974334716796875, (<Action.MOVE: 2>, -1, 0)], [1, 2.1559948921203613, (<Action.MOVE: 2>, -1, 0)], [0, 0.006963968276977539, (<Action.MOVE: 2>, 1, 1)], [1, 3.1800005435943604, (<Action.MOVE: 2>, -1, 0)], [0, 0.017999649047851562, (<Action.MOVE: 2>, 0, 1)], [1, 3.1750030517578125, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,198
iterations,11
times of actions,"[[1, 2.2199831008911133, (<Action.MOVE: 2>, 1, 0)], [0, 0.012995004653930664, (<Action.MOVE: 2>, 0, -1)], [1, 2.9519989490509033, (<Action.MOVE: 2>, 0, -1)], [0, 0.019999265670776367, (<Action.MOVE: 2>, -1, -1)], [1, 2.221043109893799, (<Action.MOVE: 2>, 1, 0)], [0, 0.01700139045715332, (<Action.MOVE: 2>, -1, 1)], [1, 3.425999402999878, (<Action.MOVE: 2>, 1, 0)], [0, 0.015000104904174805, (<Action.MOVE: 2>, 1, 0)], [1, 3.418004035949707, (<Action.MOVE: 2>, 1, -1)], [0, 0.014996767044067383, (<Action.MOVE: 2>, 0, 1)], [1, 2.8530426025390625, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,199
iterations,10
times of actions,"[[0, 0.007035017013549805, (<Action.MOVE: 2>, 0, 1)], [1, 1.8580782413482666, (<Action.MOVE: 2>, -1, 0)], [0, 0.013000249862670898, (<Action.MOVE: 2>, 1, -1)], [1, 3.853999376296997, (<Action.MOVE: 2>, -1, 1)], [0, 0.014000177383422852, (<Action.MOVE: 2>, 0, -1)], [1, 2.0186281204223633, (<Action.MOVE: 2>, -1, 0)], [0, 0.011002302169799805, (<Action.MOVE: 2>, 1, 1)], [1, 3.0230000019073486, (<Action.MOVE: 2>, -1, -1)], [0, 0.015000343322753906, (<Action.MOVE: 2>, 1, -1)], [1, 1.5549993515014648, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,200
iterations,11
times of actions,"[[1, 0.7820415496826172, (<Action.MOVE: 2>, 1, 1)], [0, 0.00999903678894043, (<Action.MOVE: 2>, -1, 1)], [1, 1.644005298614502, (<Action.MOVE: 2>, 1, 1)], [0, 0.015001058578491211, (<Action.MOVE: 2>, 0, 1)], [1, 1.3440055847167969, (<Action.MOVE: 2>, 1, 1)], [0, 0.010000228881835938, (<Action.MOVE: 2>, 1, 0)], [1, 1.8329999446868896, (<Action.MOVE: 2>, 1, 0)], [0, 0.010135650634765625, (<Action.MOVE: 2>, 0, -1)], [1, 2.870004415512085, (<Action.MOVE: 2>, 1, -1)], [0, 0.015000581741333008, (<Action.MOVE: 2>, 0, -1)], [1, 2.5320043563842773, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,201
iterations,12
times of actions,"[[0, 0.009647846221923828, (<Action.MOVE: 2>, 0, 1)], [1, 2.140000581741333, (<Action.MOVE: 2>, 0, 1)], [0, 0.015999555587768555, (<Action.MOVE: 2>, -1, 0)], [1, 1.70304274559021, (<Action.MOVE: 2>, -1, -1)], [0, 0.015601396560668945, (<Action.MOVE: 2>, 1, 0)], [1, 3.5554745197296143, (<Action.MOVE: 2>, -1, -1)], [0, 0.014998912811279297, (<Action.MOVE: 2>, 1, 1)], [1, 1.9910509586334229, (<Action.MOVE: 2>, -1, 0)], [0, 0.008960723876953125, (<Action.MOVE: 2>, 0, -1)], [1, 3.163036823272705, (<Action.MOVE: 2>, -1, 0)], [0, 0.01595926284790039, (<Action.MOVE: 2>, 1, -1)], [1, 2.5809614658355713, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,202
iterations,12
times of actions,"[[0, 0.0069980621337890625, (<Action.MOVE: 2>, 1, -1)], [1, 0.8729958534240723, (<Action.MOVE: 2>, 0, 1)], [0, 0.010004997253417969, (<Action.MOVE: 2>, 1, 1)], [1, 2.0556681156158447, (<Action.MOVE: 2>, -1, 1)], [0, 0.014959335327148438, (<Action.MOVE: 2>, -1, 0)], [1, 3.38394832611084, (<Action.MOVE: 2>, -1, 1)], [0, 0.015959501266479492, (<Action.MOVE: 2>, 0, -1)], [1, 1.9690377712249756, (<Action.MOVE: 2>, -1, 0)], [0, 0.01295781135559082, (<Action.MOVE: 2>, -1, 0)], [1, 1.515042781829834, (<Action.MOVE: 2>, -1, -1)], [0, 0.005944013595581055, (<Action.MOVE: 2>, 0, 1)], [1, 1.904003381729126, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,203
iterations,15
times of actions,"[[1, 1.1769962310791016, (<Action.MOVE: 2>, 0, 1)], [0, 0.010961055755615234, (<Action.MOVE: 2>, 1, 0)], [1, 1.3550314903259277, (<Action.MOVE: 2>, 1, 0)], [0, 0.013013601303100586, (<Action.MOVE: 2>, -1, 1)], [1, 1.8790364265441895, (<Action.MOVE: 2>, 0, 1)], [0, 0.016016006469726562, (<Action.MOVE: 2>, 0, -1)], [1, 2.5160133838653564, (<Action.MOVE: 2>, 0, 1)], [0, 0.020941734313964844, (<Action.MOVE: 2>, -1, -1)], [1, 2.3619418144226074, (<Action.MOVE: 2>, 1, 0)], [0, 0.01798105239868164, (<Action.MOVE: 2>, -1, 0)], [1, 3.0689947605133057, (<Action.MOVE: 2>, 1, 0)], [0, 0.015015363693237305, (<Action.MOVE: 2>, 0, -1)], [1, 1.7799654006958008, (<Action.MOVE: 2>, 1, -1)], [0, 0.009001016616821289, (<Action.MOVE: 2>, 1, 0)], [1, 1.592972755432129, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,204
iterations,10
times of actions,"[[0, 0.006032466888427734, (<Action.MOVE: 2>, 1, 0)], [1, 1.2139956951141357, (<Action.MOVE: 2>, -1, -1)], [0, 0.006963014602661133, (<Action.MOVE: 2>, -1, 0)], [1, 2.195047616958618, (<Action.MOVE: 2>, -1, 0)], [0, 0.008960962295532227, (<Action.MOVE: 2>, 0, 1)], [1, 3.0149519443511963, (<Action.MOVE: 2>, -1, 0)], [0, 0.015014171600341797, (<Action.MOVE: 2>, -1, 0)], [1, 2.7319588661193848, (<Action.MOVE: 2>, -1, 0)], [0, 0.01398611068725586, (<Action.MOVE: 2>, 0, 1)], [1, 2.5900039672851562, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,205
iterations,10
times of actions,"[[0, 0.00500035285949707, (<Action.MOVE: 2>, 0, 1)], [1, 0.9820005893707275, (<Action.MOVE: 2>, -1, 0)], [0, 0.005994319915771484, (<Action.MOVE: 2>, 1, 0)], [1, 2.0809555053710938, (<Action.MOVE: 2>, -1, 0)], [0, 0.00894474983215332, (<Action.MOVE: 2>, 1, -1)], [1, 3.098545789718628, (<Action.MOVE: 2>, -1, 0)], [0, 0.013944387435913086, (<Action.MOVE: 2>, 1, 1)], [1, 1.7189903259277344, (<Action.MOVE: 2>, -1, -1)], [0, 0.00896000862121582, (<Action.MOVE: 2>, -1, 0)], [1, 1.5110046863555908, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,206
iterations,13
times of actions,"[[1, 1.0010476112365723, (<Action.MOVE: 2>, 0, 1)], [0, 0.00999903678894043, (<Action.MOVE: 2>, 1, 0)], [1, 1.2829980850219727, (<Action.MOVE: 2>, 1, 0)], [0, 0.013939619064331055, (<Action.MOVE: 2>, -1, 0)], [1, 1.7749488353729248, (<Action.MOVE: 2>, 0, 1)], [0, 0.01799488067626953, (<Action.MOVE: 2>, -1, -1)], [1, 2.078000545501709, (<Action.MOVE: 2>, 1, 1)], [0, 0.01696491241455078, (<Action.MOVE: 2>, 0, -1)], [1, 1.9429986476898193, (<Action.MOVE: 2>, 1, 0)], [0, 0.010941028594970703, (<Action.MOVE: 2>, 0, 1)], [1, 3.101945638656616, (<Action.MOVE: 2>, 1, -1)], [0, 0.01495814323425293, (<Action.MOVE: 2>, 1, 0)], [1, 2.3489553928375244, (<Action.MOVE: 2>, 1, 0)]]"
winner,red
game,207
iterations,14
times of actions,"[[0, 0.009997844696044922, (<Action.MOVE: 2>, -1, 0)], [1, 2.0920214653015137, (<Action.MOVE: 2>, -1, 0)], [0, 0.016999483108520508, (<Action.MOVE: 2>, 0, -1)], [1, 4.097001075744629, (<Action.MOVE: 2>, 1, 0)], [0, 0.022011518478393555, (<Action.MOVE: 2>, 1, 1)], [1, 4.214945554733276, (<Action.MOVE: 2>, -1, -1)], [0, 0.013955116271972656, (<Action.MOVE: 2>, -1, 0)], [1, 3.981069326400757, (<Action.MOVE: 2>, -1, 0)], [0, 0.030005216598510742, (<Action.MOVE: 2>, 0, -1)], [1, 5.191029071807861, (<Action.MOVE: 2>, -1, -1)], [0, 0.01896977424621582, (<Action.MOVE: 2>, 1, 1)], [1, 3.620429515838623, (<Action.MOVE: 2>, -1, 1)], [0, 0.01796698570251465, (<Action.MOVE: 2>, 0, 1)], [1, 1.8119628429412842, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,208
iterations,10
times of actions,"[[0, 0.007003307342529297, (<Action.MOVE: 2>, 1, 0)], [1, 2.0333635807037354, (<Action.MOVE: 2>, -1, -1)], [0, 0.018005847930908203, (<Action.MOVE: 2>, 1, 0)], [1, 4.224013090133667, (<Action.MOVE: 2>, -1, -1)], [0, 0.024964332580566406, (<Action.MOVE: 2>, 0, 1)], [1, 2.200010061264038, (<Action.MOVE: 2>, -1, 0)], [0, 0.010001420974731445, (<Action.MOVE: 2>, 1, -1)], [1, 3.026042938232422, (<Action.MOVE: 2>, -1, 0)], [0, 0.015001058578491211, (<Action.MOVE: 2>, -1, 0)], [1, 2.3910365104675293, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,209
iterations,11
