start time,1632917632.0629423
winner,none
game,177
iterations,8
times of actions,"[[0, 0.005029916763305664, (<Action.MOVE: 2>, 1, 0)], [1, 0.2869608402252197, (<Action.MOVE: 2>, -1, 0)], [0, 0.01003575325012207, (<Action.MOVE: 2>, 0, 1)], [1, 0.5090577602386475, (<Action.MOVE: 2>, 0, -1)], [0, 0.007060527801513672, (<Action.MOVE: 2>, 0, -1)], [1, 0.5410401821136475, (<Action.MOVE: 2>, -1, 0)], [0, 0.005964517593383789, (<Action.MOVE: 2>, 0, -1)], [1, 0.2629878520965576, <Action.KICK: 1>]]"
winner,blue
game,178
iterations,8
times of actions,"[[0, 0.003000497817993164, (<Action.MOVE: 2>, 0, 1)], [1, 0.2379896640777588, (<Action.MOVE: 2>, -1, 0)], [0, 0.0059664249420166016, (<Action.MOVE: 2>, 0, -1)], [1, 0.5710058212280273, (<Action.MOVE: 2>, -1, 0)], [0, 0.006996870040893555, (<Action.MOVE: 2>, 1, 0)], [1, 0.7210543155670166, (<Action.MOVE: 2>, -1, 0)], [0, 0.009994268417358398, (<Action.MOVE: 2>, 0, -1)], [1, 0.28099560737609863, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,179
iterations,3
times of actions,"[[0, 0.002998828887939453, (<Action.MOVE: 2>, 0, 1)], [1, 0.16404366493225098, (<Action.MOVE: 2>, 1, 0)], [0, 0.0060710906982421875, (<Action.MOVE: 2>, 0, -1)], [1, 0.0919499397277832, (<Action.MOVE: 2>, -1, 0)]]"
winner,none
game,180
iterations,8
times of actions,"[[0, 0.0029969215393066406, (<Action.MOVE: 2>, 0, -1)], [1, 0.14399456977844238, (<Action.MOVE: 2>, -1, 0)], [0, 0.003999233245849609, (<Action.MOVE: 2>, 0, 1)], [1, 0.5750133991241455, (<Action.MOVE: 2>, -1, 0)], [0, 0.006003618240356445, (<Action.MOVE: 2>, 0, -1)], [1, 0.25299811363220215, (<Action.MOVE: 2>, -1, 0)], [0, 0.004001140594482422, (<Action.MOVE: 2>, 1, 0)], [1, 0.27300047874450684, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,181
iterations,25
times of actions,"[[0, 0.004998445510864258, (<Action.MOVE: 2>, 0, -1)], [1, 0.3719942569732666, (<Action.MOVE: 2>, -1, 0)], [0, 0.009999752044677734, (<Action.MOVE: 2>, 1, 0)], [1, 0.5739932060241699, (<Action.MOVE: 2>, 0, -1)], [0, 0.014997720718383789, (<Action.MOVE: 2>, 1, 0)], [1, 0.5569934844970703, (<Action.MOVE: 2>, -1, 0)], [0, 0.014999151229858398, (<Action.MOVE: 2>, 1, 0)], [1, 0.42999958992004395, (<Action.MOVE: 2>, 1, 0)], [0, 0.014999151229858398, (<Action.MOVE: 2>, 1, 0)], [1, 0.3810000419616699, (<Action.MOVE: 2>, 1, 0)], [0, 0.012002229690551758, (<Action.MOVE: 2>, -1, 0)], [1, 0.31799960136413574, (<Action.MOVE: 2>, 0, 1)], [0, 0.014996767044067383, (<Action.MOVE: 2>, -1, 0)], [1, 0.41100025177001953, (<Action.MOVE: 2>, -1, 0)], [0, 0.015944957733154297, (<Action.MOVE: 2>, 0, 1)], [1, 0.6070001125335693, (<Action.MOVE: 2>, 1, 0)], [0, 0.015997648239135742, (<Action.MOVE: 2>, 1, 0)], [1, 0.3829939365386963, (<Action.MOVE: 2>, -1, 0)], [0, 0.01596689224243164, (<Action.MOVE: 2>, 0, 1)], [1, 0.7439980506896973, (<Action.MOVE: 2>, 1, 0)], [0, 0.013998746871948242, (<Action.MOVE: 2>, 1, 0)], [1, 0.5860393047332764, (<Action.MOVE: 2>, -1, 0)], [0, 0.010012388229370117, <Action.KICK: 1>], [1, 0.4519946575164795, <Action.KICK: 1>], [0, 0.013948917388916016, (<Action.MOVE: 2>, 1, 0)]]"
winner,blue
game,182
iterations,20
times of actions,"[[0, 0.0049991607666015625, (<Action.MOVE: 2>, 1, 0)], [1, 0.5710430145263672, (<Action.MOVE: 2>, -1, 0)], [0, 0.01700139045715332, (<Action.MOVE: 2>, 1, 0)], [1, 0.4599595069885254, (<Action.MOVE: 2>, 1, 0)], [0, 0.015950441360473633, (<Action.MOVE: 2>, 1, 0)], [1, 0.3940002918243408, (<Action.MOVE: 2>, 1, 0)], [0, 0.011999845504760742, (<Action.MOVE: 2>, -1, 0)], [1, 0.3130004405975342, (<Action.MOVE: 2>, 0, 1)], [0, 0.01596832275390625, (<Action.MOVE: 2>, -1, 0)], [1, 0.4149599075317383, (<Action.MOVE: 2>, -1, 0)], [0, 0.017002582550048828, (<Action.MOVE: 2>, 0, 1)], [1, 0.5979983806610107, (<Action.MOVE: 2>, 1, 0)], [0, 0.015004158020019531, (<Action.MOVE: 2>, 1, 0)], [1, 0.38399457931518555, (<Action.MOVE: 2>, -1, 0)], [0, 0.01700568199157715, (<Action.MOVE: 2>, 0, 1)], [1, 0.6639983654022217, (<Action.MOVE: 2>, 1, 0)], [0, 0.011999845504760742, (<Action.MOVE: 2>, 1, 0)], [1, 0.487001895904541, (<Action.MOVE: 2>, -1, 0)], [0, 0.00794076919555664, <Action.KICK: 1>], [1, 0.44100046157836914, <Action.KICK: 1>], [0, 0.012037277221679688, <Action.KICK: 1>]]"
winner,none
game,183
iterations,16
times of actions,"[[0, 0.0039560794830322266, (<Action.MOVE: 2>, 0, 1)], [1, 0.17200374603271484, (<Action.MOVE: 2>, 1, 0)], [0, 0.006960868835449219, (<Action.MOVE: 2>, 1, 0)], [1, 0.17995429039001465, (<Action.MOVE: 2>, 0, -1)], [0, 0.011002779006958008, (<Action.MOVE: 2>, 1, 0)], [1, 0.4030008316040039, (<Action.MOVE: 2>, -1, 0)], [0, 0.014980554580688477, (<Action.MOVE: 2>, 0, 1)], [1, 0.6039998531341553, (<Action.MOVE: 2>, 1, 0)], [0, 0.015959978103637695, (<Action.MOVE: 2>, 1, 0)], [1, 0.376997709274292, (<Action.MOVE: 2>, -1, 0)], [0, 0.015999555587768555, (<Action.MOVE: 2>, 0, 1)], [1, 0.6789960861206055, (<Action.MOVE: 2>, 1, 0)], [0, 0.011959552764892578, (<Action.MOVE: 2>, 1, 0)], [1, 0.48603320121765137, (<Action.MOVE: 2>, -1, 0)], [0, 0.008000373840332031, <Action.KICK: 1>], [1, 0.43700170516967773, <Action.KICK: 1>], [0, 0.011003971099853516, <Action.KICK: 1>]]"
winner,none
game,184
iterations,10
times of actions,"[[0, 0.001998424530029297, (<Action.MOVE: 2>, 0, 1)], [1, 0.15105557441711426, (<Action.MOVE: 2>, -1, 0)], [0, 0.006998538970947266, (<Action.MOVE: 2>, 0, 1)], [1, 0.2369544506072998, (<Action.MOVE: 2>, 0, -1)], [0, 0.006003141403198242, (<Action.MOVE: 2>, 0, -1)], [1, 0.5829541683197021, (<Action.MOVE: 2>, -1, 0)], [0, 0.0060405731201171875, (<Action.MOVE: 2>, 1, 0)], [1, 0.7280008792877197, (<Action.MOVE: 2>, -1, 0)], [0, 0.012994527816772461, (<Action.MOVE: 2>, 0, 1)], [1, 0.4329996109008789, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,185
iterations,18
times of actions,"[[0, 0.004999876022338867, (<Action.MOVE: 2>, 0, 1)], [1, 0.29099392890930176, (<Action.MOVE: 2>, -1, 0)], [0, 0.01100015640258789, (<Action.MOVE: 2>, 0, -1)], [1, 0.3339974880218506, (<Action.MOVE: 2>, 0, -1)], [0, 0.009999513626098633, (<Action.MOVE: 2>, 0, 1)], [1, 0.7749991416931152, (<Action.MOVE: 2>, 0, 1)], [0, 0.00999903678894043, (<Action.MOVE: 2>, -1, 0)], [1, 0.5849609375, (<Action.MOVE: 2>, 1, 0)], [0, 0.005968570709228516, (<Action.MOVE: 2>, 0, 1)], [1, 0.5940444469451904, (<Action.MOVE: 2>, -1, 0)], [0, 0.006952047348022461, (<Action.MOVE: 2>, 0, 1)], [1, 0.4119608402252197, (<Action.MOVE: 2>, -1, 0)], [0, 0.004961967468261719, (<Action.MOVE: 2>, 1, 0)], [1, 0.47304320335388184, (<Action.MOVE: 2>, -1, 0)], [0, 0.006810903549194336, (<Action.MOVE: 2>, 1, 0)], [1, 0.47800254821777344, (<Action.MOVE: 2>, 0, -1)], [0, 0.00800013542175293, (<Action.MOVE: 2>, -1, 0)], [1, 0.32999420166015625, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,186
iterations,8
times of actions,"[[0, 0.00400090217590332, (<Action.MOVE: 2>, 0, -1)], [1, 0.19199705123901367, (<Action.MOVE: 2>, -1, 0)], [0, 0.0050013065338134766, (<Action.MOVE: 2>, 0, 1)], [1, 0.6229989528656006, (<Action.MOVE: 2>, -1, 0)], [0, 0.006963014602661133, (<Action.MOVE: 2>, 1, 0)], [1, 0.7410001754760742, (<Action.MOVE: 2>, -1, 0)], [0, 0.009996652603149414, (<Action.MOVE: 2>, 0, 1)], [1, 0.438004732131958, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,187
iterations,10
times of actions,"[[0, 0.006001949310302734, (<Action.MOVE: 2>, 0, -1)], [1, 0.28200435638427734, (<Action.MOVE: 2>, -1, 0)], [0, 0.009943485260009766, (<Action.MOVE: 2>, -1, 0)], [1, 0.23400044441223145, (<Action.MOVE: 2>, 0, -1)], [0, 0.006958961486816406, (<Action.MOVE: 2>, 0, 1)], [1, 0.5319550037384033, (<Action.MOVE: 2>, -1, 0)], [0, 0.0070002079010009766, (<Action.MOVE: 2>, 0, 1)], [1, 0.23400259017944336, (<Action.MOVE: 2>, -1, 0)], [0, 0.004059791564941406, (<Action.MOVE: 2>, 1, 0)], [1, 0.25499677658081055, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,188
iterations,24
times of actions,"[[0, 0.0030014514923095703, (<Action.MOVE: 2>, 1, 0)], [1, 0.233001708984375, (<Action.MOVE: 2>, 1, 0)], [0, 0.010000467300415039, (<Action.MOVE: 2>, 1, 0)], [1, 0.17499947547912598, (<Action.MOVE: 2>, -1, 0)], [0, 0.009998321533203125, (<Action.MOVE: 2>, 0, -1)], [1, 0.5603065490722656, (<Action.MOVE: 2>, -1, 0)], [0, 0.017949581146240234, (<Action.MOVE: 2>, 1, 0)], [1, 0.4380073547363281, (<Action.MOVE: 2>, 1, 0)], [0, 0.015973567962646484, (<Action.MOVE: 2>, 1, 0)], [1, 0.37294721603393555, (<Action.MOVE: 2>, 1, 0)], [0, 0.011999845504760742, (<Action.MOVE: 2>, -1, 0)], [1, 0.31195855140686035, (<Action.MOVE: 2>, 0, 1)], [0, 0.01697230339050293, (<Action.MOVE: 2>, -1, 0)], [1, 0.40402865409851074, (<Action.MOVE: 2>, -1, 0)], [0, 0.015034914016723633, (<Action.MOVE: 2>, 0, 1)], [1, 0.5960023403167725, (<Action.MOVE: 2>, 1, 0)], [0, 0.015994787216186523, (<Action.MOVE: 2>, 1, 0)], [1, 0.3839602470397949, (<Action.MOVE: 2>, -1, 0)], [0, 0.01497793197631836, (<Action.MOVE: 2>, 0, 1)], [1, 0.6660051345825195, (<Action.MOVE: 2>, 1, 0)], [0, 0.010998725891113281, (<Action.MOVE: 2>, 1, 0)], [1, 0.47100257873535156, (<Action.MOVE: 2>, -1, 0)], [0, 0.008955955505371094, <Action.KICK: 1>], [1, 0.4380040168762207, <Action.KICK: 1>], [0, 0.010999441146850586, <Action.KICK: 1>]]"
winner,none
game,189
iterations,3
times of actions,"[[0, 0.0029942989349365234, (<Action.MOVE: 2>, 0, 1)], [1, 0.16900086402893066, (<Action.MOVE: 2>, 1, 0)], [0, 0.005991220474243164, (<Action.MOVE: 2>, 0, -1)], [1, 0.0870053768157959, (<Action.MOVE: 2>, -1, 0)]]"
winner,none
game,190
iterations,12
times of actions,"[[0, 0.004998683929443359, (<Action.MOVE: 2>, 0, -1)], [1, 0.05700397491455078, (<Action.MOVE: 2>, -1, 0)], [0, 0.0039594173431396484, (<Action.MOVE: 2>, 0, 1)], [1, 0.10201430320739746, (<Action.MOVE: 2>, 0, 1)], [0, 0.006965160369873047, (<Action.MOVE: 2>, 0, 1)], [1, 0.24301385879516602, (<Action.MOVE: 2>, 0, 1)], [0, 0.006036520004272461, (<Action.MOVE: 2>, 0, -1)], [1, 0.5739612579345703, (<Action.MOVE: 2>, -1, 0)], [0, 0.006932497024536133, (<Action.MOVE: 2>, 0, -1)], [1, 0.247955322265625, (<Action.MOVE: 2>, -1, 0)], [0, 0.0044248104095458984, (<Action.MOVE: 2>, 1, 0)], [1, 0.27500438690185547, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,191
iterations,25
times of actions,"[[0, 0.0039865970611572266, (<Action.MOVE: 2>, 1, 0)], [1, 0.23900771141052246, (<Action.MOVE: 2>, 1, 0)], [0, 0.009997844696044922, (<Action.MOVE: 2>, 1, 0)], [1, 0.17600250244140625, (<Action.MOVE: 2>, -1, 0)], [0, 0.00995635986328125, (<Action.MOVE: 2>, 0, -1)], [1, 0.58504319190979, (<Action.MOVE: 2>, -1, 0)], [0, 0.015997648239135742, (<Action.MOVE: 2>, 1, 0)], [1, 0.4309959411621094, (<Action.MOVE: 2>, 1, 0)], [0, 0.015002965927124023, (<Action.MOVE: 2>, 1, 0)], [1, 0.40496349334716797, (<Action.MOVE: 2>, 1, 0)], [0, 0.01098489761352539, (<Action.MOVE: 2>, -1, 0)], [1, 0.3379669189453125, (<Action.MOVE: 2>, 0, 1)], [0, 0.016999244689941406, (<Action.MOVE: 2>, -1, 0)], [1, 0.515998125076294, (<Action.MOVE: 2>, -1, 0)], [0, 0.018000364303588867, (<Action.MOVE: 2>, 0, 1)], [1, 0.7250010967254639, (<Action.MOVE: 2>, 1, 0)], [0, 0.016000986099243164, (<Action.MOVE: 2>, 1, 0)], [1, 0.39099955558776855, (<Action.MOVE: 2>, -1, 0)], [0, 0.016001224517822266, (<Action.MOVE: 2>, 0, 1)], [1, 0.7985262870788574, (<Action.MOVE: 2>, 1, 0)], [0, 0.014002323150634766, (<Action.MOVE: 2>, 1, 0)], [1, 0.6530296802520752, (<Action.MOVE: 2>, -1, 0)], [0, 0.008964776992797852, <Action.KICK: 1>], [1, 0.5489621162414551, <Action.KICK: 1>], [0, 0.01600050926208496, (<Action.MOVE: 2>, 1, 0)]]"
winner,blue
game,192
iterations,17
times of actions,"[[0, 0.008000373840332031, (<Action.MOVE: 2>, -1, 0)], [1, 0.21900653839111328, (<Action.MOVE: 2>, 1, 0)], [0, 0.009001493453979492, (<Action.MOVE: 2>, 1, 0)], [1, 0.2420361042022705, (<Action.MOVE: 2>, 0, -1)], [0, 0.013999462127685547, (<Action.MOVE: 2>, 1, 0)], [1, 0.49303627014160156, (<Action.MOVE: 2>, -1, 0)], [0, 0.017963886260986328, (<Action.MOVE: 2>, 0, 1)], [1, 0.628007173538208, (<Action.MOVE: 2>, 1, 0)], [0, 0.01599907875061035, (<Action.MOVE: 2>, 1, 0)], [1, 0.3890044689178467, (<Action.MOVE: 2>, -1, 0)], [0, 0.016002893447875977, (<Action.MOVE: 2>, 0, 1)], [1, 0.6739988327026367, (<Action.MOVE: 2>, 1, 0)], [0, 0.01100015640258789, (<Action.MOVE: 2>, 1, 0)], [1, 0.47496771812438965, (<Action.MOVE: 2>, -1, 0)], [0, 0.007999897003173828, <Action.KICK: 1>], [1, 0.43399977684020996, <Action.KICK: 1>], [0, 0.010964393615722656, (<Action.MOVE: 2>, 1, 0)]]"
winner,blue
game,193
iterations,8
times of actions,"[[0, 0.002960205078125, (<Action.MOVE: 2>, 0, 1)], [1, 0.22000408172607422, (<Action.MOVE: 2>, -1, 0)], [0, 0.0069599151611328125, (<Action.MOVE: 2>, 0, -1)], [1, 0.39595985412597656, (<Action.MOVE: 2>, -1, 0)], [0, 0.004961252212524414, (<Action.MOVE: 2>, 1, 0)], [1, 0.3279993534088135, (<Action.MOVE: 2>, -1, 0)], [0, 0.006961822509765625, (<Action.MOVE: 2>, 1, 0)], [1, 0.26699113845825195, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,194
iterations,10
times of actions,"[[0, 0.00599217414855957, (<Action.MOVE: 2>, 1, 0)], [1, 0.35495662689208984, (<Action.MOVE: 2>, 1, 0)], [0, 0.01504063606262207, (<Action.MOVE: 2>, 0, 1)], [1, 0.22405004501342773, (<Action.MOVE: 2>, 0, 1)], [0, 0.020940780639648438, (<Action.MOVE: 2>, 1, 0)], [1, 0.26400184631347656, (<Action.MOVE: 2>, 0, 1)], [0, 0.016036033630371094, (<Action.MOVE: 2>, -1, 0)], [1, 0.3900439739227295, (<Action.MOVE: 2>, -1, 0)], [0, 0.015997886657714844, <Action.KICK: 1>], [1, 0.43895792961120605, <Action.KICK: 1>], [0, 0.010999202728271484, <Action.KICK: 1>]]"
winner,none
game,195
iterations,10
times of actions,"[[0, 0.002999544143676758, (<Action.MOVE: 2>, 1, 0)], [1, 0.29000186920166016, (<Action.MOVE: 2>, -1, 0)], [0, 0.010966300964355469, (<Action.MOVE: 2>, 1, 0)], [1, 0.5550014972686768, (<Action.MOVE: 2>, 0, 1)], [0, 0.00699925422668457, (<Action.MOVE: 2>, 0, 1)], [1, 0.5919978618621826, (<Action.MOVE: 2>, -1, 0)], [0, 0.00799870491027832, (<Action.MOVE: 2>, 0, 1)], [1, 0.3979971408843994, (<Action.MOVE: 2>, -1, 0)], [0, 0.0059986114501953125, (<Action.MOVE: 2>, 0, -1)], [1, 0.531998872756958, <Action.KICK: 1>]]"
winner,blue
game,196
iterations,24
times of actions,"[[0, 0.003962993621826172, (<Action.MOVE: 2>, 1, 0)], [1, 0.3309924602508545, (<Action.MOVE: 2>, -1, 0)], [0, 0.011011600494384766, (<Action.MOVE: 2>, 1, 0)], [1, 0.5649988651275635, (<Action.MOVE: 2>, 0, -1)], [0, 0.007967472076416016, (<Action.MOVE: 2>, 1, 0)], [1, 0.9460039138793945, (<Action.MOVE: 2>, 1, 0)], [0, 0.011964559555053711, (<Action.MOVE: 2>, 1, 0)], [1, 1.1379971504211426, (<Action.MOVE: 2>, 1, 0)], [0, 0.011000871658325195, (<Action.MOVE: 2>, 0, 1)], [1, 0.8419969081878662, (<Action.MOVE: 2>, 0, -1)], [0, 0.007000923156738281, (<Action.MOVE: 2>, -1, 0)], [1, 0.7410030364990234, (<Action.MOVE: 2>, -1, 0)], [0, 0.0059947967529296875, (<Action.MOVE: 2>, 1, 0)], [1, 1.022000789642334, (<Action.MOVE: 2>, 0, -1)], [0, 0.008996725082397461, (<Action.MOVE: 2>, -1, 0)], [1, 1.002027988433838, (<Action.MOVE: 2>, -1, 0)], [0, 0.01096796989440918, (<Action.MOVE: 2>, 0, -1)], [1, 0.8000466823577881, (<Action.MOVE: 2>, 1, 0)], [0, 0.009995698928833008, (<Action.MOVE: 2>, -1, 0)], [1, 0.6139640808105469, (<Action.MOVE: 2>, -1, 0)], [0, 0.007001399993896484, (<Action.MOVE: 2>, 0, 1)], [1, 0.5569949150085449, (<Action.MOVE: 2>, -1, 0)], [0, 0.00696563720703125, (<Action.MOVE: 2>, 0, 1)], [1, 0.268038272857666, <Action.KICK: 1>]]"
winner,blue
game,197
iterations,8
times of actions,"[[0, 0.0030019283294677734, (<Action.MOVE: 2>, 0, 1)], [1, 0.15402603149414062, (<Action.MOVE: 2>, -1, 0)], [0, 0.003995656967163086, (<Action.MOVE: 2>, 0, -1)], [1, 0.613966703414917, (<Action.MOVE: 2>, -1, 0)], [0, 0.007012844085693359, (<Action.MOVE: 2>, 0, 1)], [1, 0.2920243740081787, (<Action.MOVE: 2>, -1, 0)], [0, 0.005772590637207031, (<Action.MOVE: 2>, 0, -1)], [1, 0.41303253173828125, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,198
iterations,10
times of actions,"[[0, 0.0019702911376953125, (<Action.MOVE: 2>, 0, 1)], [1, 0.1698927879333496, (<Action.MOVE: 2>, -1, 0)], [0, 0.007046699523925781, (<Action.MOVE: 2>, 1, 0)], [1, 0.34104228019714355, (<Action.MOVE: 2>, 0, -1)], [0, 0.010000944137573242, (<Action.MOVE: 2>, -1, 0)], [1, 0.5929660797119141, (<Action.MOVE: 2>, -1, 0)], [0, 0.006057262420654297, (<Action.MOVE: 2>, 0, -1)], [1, 0.2560441493988037, (<Action.MOVE: 2>, -1, 0)], [0, 0.003999233245849609, (<Action.MOVE: 2>, 0, 1)], [1, 0.5470054149627686, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,199
iterations,8
times of actions,"[[0, 0.005997896194458008, (<Action.MOVE: 2>, 0, -1)], [1, 0.28919339179992676, (<Action.MOVE: 2>, -1, 0)], [0, 0.010002851486206055, (<Action.MOVE: 2>, 1, 0)], [1, 0.5311248302459717, (<Action.MOVE: 2>, 0, 1)], [0, 0.007000923156738281, (<Action.MOVE: 2>, 0, 1)], [1, 0.5908558368682861, (<Action.MOVE: 2>, -1, 0)], [0, 0.006999492645263672, (<Action.MOVE: 2>, 0, -1)], [1, 0.5097541809082031, <Action.KICK: 1>]]"
winner,blue
game,200
iterations,21
times of actions,"[[0, 0.0049800872802734375, (<Action.MOVE: 2>, 1, 0)], [1, 0.5833230018615723, (<Action.MOVE: 2>, -1, 0)], [0, 0.017015457153320312, (<Action.MOVE: 2>, 1, 0)], [1, 0.44400620460510254, (<Action.MOVE: 2>, 1, 0)], [0, 0.017012596130371094, (<Action.MOVE: 2>, 1, 0)], [1, 0.3840465545654297, (<Action.MOVE: 2>, 1, 0)], [0, 0.012003183364868164, (<Action.MOVE: 2>, -1, 0)], [1, 0.32204484939575195, (<Action.MOVE: 2>, 0, 1)], [0, 0.017000436782836914, (<Action.MOVE: 2>, -1, 0)], [1, 0.4129984378814697, (<Action.MOVE: 2>, -1, 0)], [0, 0.015999794006347656, (<Action.MOVE: 2>, 0, 1)], [1, 0.6190042495727539, (<Action.MOVE: 2>, 1, 0)], [0, 0.015999555587768555, (<Action.MOVE: 2>, 1, 0)], [1, 0.392042875289917, (<Action.MOVE: 2>, -1, 0)], [0, 0.015999555587768555, (<Action.MOVE: 2>, 0, 1)], [1, 0.6850011348724365, (<Action.MOVE: 2>, 1, 0)], [0, 0.010945558547973633, (<Action.MOVE: 2>, 1, 0)], [1, 0.4809834957122803, (<Action.MOVE: 2>, -1, 0)], [0, 0.00800466537475586, <Action.KICK: 1>], [1, 0.441042423248291, <Action.KICK: 1>], [0, 0.011955499649047852, (<Action.MOVE: 2>, 1, 0)]]"
winner,blue
game,201
iterations,10
times of actions,"[[0, 0.003960847854614258, (<Action.MOVE: 2>, 0, 1)], [1, 0.15799474716186523, (<Action.MOVE: 2>, -1, 0)], [0, 0.006968021392822266, (<Action.MOVE: 2>, 0, -1)], [1, 0.24900460243225098, (<Action.MOVE: 2>, 0, 1)], [0, 0.00800180435180664, (<Action.MOVE: 2>, 0, 1)], [1, 0.5359957218170166, (<Action.MOVE: 2>, -1, 0)], [0, 0.006001472473144531, (<Action.MOVE: 2>, 1, 0)], [1, 0.6459643840789795, (<Action.MOVE: 2>, -1, 0)], [0, 0.012999534606933594, (<Action.MOVE: 2>, 1, 0)], [1, 0.4900040626525879, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,202
iterations,8
times of actions,"[[0, 0.003964424133300781, (<Action.MOVE: 2>, -1, 0)], [1, 0.15799307823181152, (<Action.MOVE: 2>, -1, 0)], [0, 0.005003929138183594, (<Action.MOVE: 2>, 0, 1)], [1, 0.5989785194396973, (<Action.MOVE: 2>, -1, 0)], [0, 0.006966114044189453, (<Action.MOVE: 2>, 0, -1)], [1, 0.2629659175872803, (<Action.MOVE: 2>, -1, 0)], [0, 0.004003763198852539, (<Action.MOVE: 2>, 1, 0)], [1, 0.2780003547668457, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,203
iterations,8
times of actions,"[[0, 0.007000923156738281, (<Action.MOVE: 2>, 0, 1)], [1, 0.2940027713775635, (<Action.MOVE: 2>, -1, 0)], [0, 0.010985612869262695, (<Action.MOVE: 2>, 1, 0)], [1, 0.5189814567565918, (<Action.MOVE: 2>, 0, -1)], [0, 0.006964683532714844, (<Action.MOVE: 2>, 0, -1)], [1, 0.5519444942474365, (<Action.MOVE: 2>, -1, 0)], [0, 0.006958484649658203, (<Action.MOVE: 2>, 1, 0)], [1, 0.6060025691986084, <Action.KICK: 1>]]"
winner,blue
game,204
iterations,26
times of actions,"[[0, 0.0049648284912109375, (<Action.MOVE: 2>, 1, 0)], [1, 0.17896556854248047, (<Action.MOVE: 2>, 1, 0)], [0, 0.010998249053955078, (<Action.MOVE: 2>, 1, 0)], [1, 0.08699727058410645, (<Action.MOVE: 2>, -1, 0)], [0, 0.016962766647338867, (<Action.MOVE: 2>, 0, -1)], [1, 0.17796039581298828, (<Action.MOVE: 2>, -1, 0)], [0, 0.009999752044677734, (<Action.MOVE: 2>, -1, 0)], [1, 0.3939642906188965, (<Action.MOVE: 2>, 0, 1)], [0, 0.017004013061523438, (<Action.MOVE: 2>, 1, 0)], [1, 0.4719991683959961, (<Action.MOVE: 2>, 1, 0)], [0, 0.01700425148010254, (<Action.MOVE: 2>, 1, 0)], [1, 0.39600372314453125, (<Action.MOVE: 2>, 1, 0)], [0, 0.012961149215698242, (<Action.MOVE: 2>, -1, 0)], [1, 0.3209545612335205, (<Action.MOVE: 2>, 0, 1)], [0, 0.0160367488861084, (<Action.MOVE: 2>, -1, 0)], [1, 0.4079878330230713, (<Action.MOVE: 2>, -1, 0)], [0, 0.015985727310180664, (<Action.MOVE: 2>, 0, 1)], [1, 0.6079995632171631, (<Action.MOVE: 2>, 1, 0)], [0, 0.015959501266479492, (<Action.MOVE: 2>, 1, 0)], [1, 0.38695311546325684, (<Action.MOVE: 2>, -1, 0)], [0, 0.016985177993774414, (<Action.MOVE: 2>, 0, 1)], [1, 0.6819901466369629, (<Action.MOVE: 2>, 1, 0)], [0, 0.010971784591674805, (<Action.MOVE: 2>, 1, 0)], [1, 0.4549539089202881, (<Action.MOVE: 2>, -1, 0)], [0, 0.008001565933227539, <Action.KICK: 1>], [1, 0.433943510055542, <Action.KICK: 1>], [0, 0.011963605880737305, <Action.KICK: 1>]]"
winner,none
game,205
iterations,25
